repo,pr_number,review_id,reviewer,state,submitted_at,body
apache/airflow,63797,4092287048,copilot-pull-request-reviewer[bot],COMMENTED,2026-04-10T20:19:53Z,Copilot encountered an error and was unable to review this pull request. You can try again by re-requesting a review.
apache/airflow,65137,4111022224,vatsrahul1001,APPROVED,2026-04-15T05:27:04Z,
apache/airflow,65215,4106213829,vatsrahul1001,APPROVED,2026-04-14T13:21:55Z,
apache/airflow,65335,4268219669,ferruzzi,CHANGES_REQUESTED,2026-05-11T23:59:01Z,"Nice catch.   I'm not sure the fix is entirely right though, I've left a couple comments."
apache/airflow,65335,4269560472,anmolxlight,COMMENTED,2026-05-12T06:09:37Z,
apache/airflow,65335,4269560738,anmolxlight,COMMENTED,2026-05-12T06:09:40Z,
apache/airflow,65335,4276499017,ferruzzi,COMMENTED,2026-05-12T21:52:26Z,
apache/airflow,65335,4282644653,anmolxlight,COMMENTED,2026-05-13T14:34:49Z,
apache/airflow,65335,4283767502,ferruzzi,COMMENTED,2026-05-13T16:56:26Z,
apache/airflow,65335,4283787938,ferruzzi,APPROVED,2026-05-13T16:59:00Z,My concerns were addressed.  Thanks for fixing this!
apache/airflow,65335,4339817598,vincbeck,APPROVED,2026-05-21T18:58:40Z,
apache/airflow,65405,4129652627,jason810496,APPROVED,2026-04-17T14:30:28Z,"Thanks. Technically approved, I didn't check the change side by side with the original PR thoroughly."
apache/airflow,65815,4172530414,eladkal,APPROVED,2026-04-24T18:10:56Z,
apache/airflow,66220,4216385763,justinpakzad,COMMENTED,2026-05-03T13:57:55Z,"Should `polars` be added as an optional dependency in the `pyproject.toml`? Currently it's only in the dev dependencies, so I think this would fail with an import error if a user passes `df_type=""polars""`. Might be worth adding a guarded import with an error message pointing users to the right install extra."
apache/airflow,66220,4378870263,guan404ming,COMMENTED,2026-05-28T07:41:31Z,"Thanks for the contribution, just left some comments."
apache/airflow,66220,4383667168,SameerMesiah97,COMMENTED,2026-05-28T18:33:08Z,
apache/airflow,66220,4383708321,SameerMesiah97,COMMENTED,2026-05-28T18:38:00Z,
apache/airflow,66220,4383719649,SameerMesiah97,COMMENTED,2026-05-28T18:39:27Z,
apache/airflow,66220,4384793492,eladkal,COMMENTED,2026-05-28T21:08:38Z,
apache/airflow,66220,4384917876,SameerMesiah97,COMMENTED,2026-05-28T21:26:23Z,
apache/airflow,66220,4387426224,guan404ming,APPROVED,2026-05-29T07:11:24Z,"Mostly looks great, left one comments."
apache/airflow,66220,4397089213,SameerMesiah97,COMMENTED,2026-05-31T15:09:23Z,
apache/airflow,66250,4214783735,jscheffl,APPROVED,2026-05-02T09:14:11Z,
apache/airflow,66250,4214912670,potiuk,APPROVED,2026-05-02T12:03:14Z,
apache/airflow,66250,4214935905,potiuk,COMMENTED,2026-05-02T12:21:19Z,"A few small static-check fixes — `prek run --files <both files>` passes clean after these and all 4 tests still pass.

---
Drafted-by: Claude Code (Opus 4.7); reviewed by @potiuk before posting"
apache/airflow,66250,4216641898,bugraoz93,APPROVED,2026-05-03T17:52:11Z,Looks good! Static checks still failing 
apache/airflow,66250,4220643880,vincbeck,APPROVED,2026-05-04T13:55:09Z,
apache/airflow,66250,4258755033,potiuk,APPROVED,2026-05-10T02:33:28Z,
apache/airflow,66253,4214784952,jscheffl,COMMENTED,2026-05-02T09:15:41Z,
apache/airflow,66253,4214785012,jscheffl,APPROVED,2026-05-02T09:15:47Z,
apache/airflow,66253,4214917676,potiuk,COMMENTED,2026-05-02T12:04:56Z,
apache/airflow,66253,4214917985,potiuk,APPROVED,2026-05-02T12:05:14Z,
apache/airflow,66281,4215212156,jscheffl,APPROVED,2026-05-02T15:58:28Z,
apache/airflow,66481,4255460766,potiuk,APPROVED,2026-05-08T21:19:41Z,
apache/airflow,66612,4373367535,RNHTTR,CHANGES_REQUESTED,2026-05-27T14:56:37Z,
apache/airflow,66612,4397671269,cetingokhan,COMMENTED,2026-05-31T22:07:18Z,
apache/airflow,66612,4401828468,cetingokhan,COMMENTED,2026-06-01T14:02:02Z,
apache/airflow,66612,4497795408,RNHTTR,APPROVED,2026-06-15T13:27:33Z,
apache/airflow,66640,4258642634,potiuk,APPROVED,2026-05-10T00:03:32Z,
apache/airflow,66658,4259973988,potiuk,COMMENTED,2026-05-10T21:59:39Z,"Five observations inline. Two pre-existing concerns flagged for visibility (`fetchone` not consuming, `execute` re-sending query alongside cursor) — not introduced by this PR but now more visible because `fetchmany` actually works. The `rowcount` semantic shift and the missing single-page test are this-PR-specific.

None are blockers; happy to see this land with at least the `fetchone` follow-up captured somewhere.

---
Drafted-by: Claude Opus 4.7 (1M context); reviewed by @potiuk before posting"
apache/airflow,66658,4266735506,SameerMesiah97,COMMENTED,2026-05-11T19:24:53Z,
apache/airflow,66658,4266774637,SameerMesiah97,COMMENTED,2026-05-11T19:30:20Z,
apache/airflow,66658,4266778799,SameerMesiah97,COMMENTED,2026-05-11T19:30:55Z,
apache/airflow,66658,4266785865,SameerMesiah97,COMMENTED,2026-05-11T19:31:54Z,
apache/airflow,66658,4266788586,SameerMesiah97,COMMENTED,2026-05-11T19:32:15Z,
apache/airflow,66658,4276538414,potiuk,APPROVED,2026-05-12T22:00:43Z,
apache/airflow,66666,4259759853,potiuk,APPROVED,2026-05-10T18:42:53Z,
apache/airflow,66666,4259760263,copilot-pull-request-reviewer[bot],COMMENTED,2026-05-10T18:43:12Z,"## Pull request overview

This PR makes the `tomllib` vs `tomli` import path in the registry extraction scripts deterministic by switching from exception-driven imports to an explicit Python version check (`sys.version_info >= (3, 11)`), improving readability and consistency across the scripts.

**Changes:**
- Update `extract_metadata.py` to import `sys` and use a version-aware `tomllib`/`tomli` import.
- Update `extract_versions.py` to use the same version-aware `tomllib`/`tomli` import pattern.

### Reviewed changes

Copilot reviewed 2 out of 2 changed files in this pull request and generated no comments.

| File | Description |
| ---- | ----------- |
| `dev/registry/extract_metadata.py` | Adds `sys` and switches TOML parsing import logic to a Python-version-based conditional. |
| `dev/registry/extract_versions.py` | Switches TOML parsing import logic to a Python-version-based conditional. |



"
apache/airflow,66893,4287804530,Dev-iL,COMMENTED,2026-05-14T06:46:39Z,Thank you - this is a much-needed refactor I never got around to doing. Mostly LGTM with two inquiries/concerns.
apache/airflow,66893,4292490452,SameerMesiah97,COMMENTED,2026-05-14T18:38:50Z,
apache/airflow,66893,4292792784,SameerMesiah97,COMMENTED,2026-05-14T19:26:41Z,
apache/airflow,66893,4292959622,Dev-iL,COMMENTED,2026-05-14T19:50:44Z,
apache/airflow,66893,4292969058,Dev-iL,APPROVED,2026-05-14T19:52:11Z,
apache/airflow,66893,4409264136,potiuk,APPROVED,2026-06-02T11:36:02Z,
apache/airflow,66965,4294389591,SameerMesiah97,COMMENTED,2026-05-15T00:31:11Z,Just a few nits. Looks fine otherwise.
apache/airflow,66965,4299083792,Nishieee,COMMENTED,2026-05-15T14:53:44Z,
apache/airflow,66965,4301509777,SameerMesiah97,APPROVED,2026-05-15T21:28:45Z,
apache/airflow,66965,4305763749,potiuk,APPROVED,2026-05-17T16:21:48Z,
apache/airflow,66966,4301527467,SameerMesiah97,APPROVED,2026-05-15T21:34:01Z,
apache/airflow,66966,4301529245,SameerMesiah97,COMMENTED,2026-05-15T21:34:34Z,Approval is pending green CI
apache/airflow,66966,4306215992,shahar1,APPROVED,2026-05-17T19:57:28Z,
apache/airflow,66968,4295839090,shahar1,APPROVED,2026-05-15T06:15:30Z,
apache/airflow,67209,4323625263,Miretpl,APPROVED,2026-05-19T22:15:51Z,
apache/airflow,67209,4323639008,bugraoz93,APPROVED,2026-05-19T22:18:06Z,
apache/airflow,67300,4347210651,potiuk,APPROVED,2026-05-22T16:36:06Z,
apache/airflow,67656,4384410678,jscheffl,APPROVED,2026-05-28T20:14:05Z,Technical approval only - do not understand arabic.
apache/airflow,67656,4385082239,potiuk,APPROVED,2026-05-28T21:56:41Z,
apache/airflow,67973,4451166158,pierrejeambrun,COMMENTED,2026-06-08T15:55:11Z,"Thanks for tracking this down and following the issue's analysis — the `run_after` 500 is real and this is close.

One thing I'd change before merge: returning `getattr(row, name, None)` for column-form `to_replace` fixes `run_after`/`logical_date` (those are `association_proxy` on `TaskInstance`), but `data_interval_start`/`data_interval_end` aren't attributes on `TaskInstance`, so they resolve to `None`. A `None` cursor value becomes the pagination anchor, so the next-page `WHERE` compares against `NULL`, matches nothing, and the next page comes back empty with a `200` — arguably worse than the current 500, since it silently drops rows instead of erroring. The original `NotImplementedError` was guarding exactly this.

Could we keep the loud failure for keys the model doesn't expose, while resolving the ones it does (see the inline suggestion)? Also looks like it needs a rebase — it's currently conflicting with `main`."
apache/airflow,67973,4465318814,GayathriSrividya,COMMENTED,2026-06-10T06:57:27Z,
apache/airflow,67973,4465335685,GayathriSrividya,COMMENTED,2026-06-10T06:59:49Z,
apache/airflow,67973,4468490171,pierrejeambrun,APPROVED,2026-06-10T13:55:22Z,"LGTM, thanks!

CI need fixing. (we'r missing an import on `dag_maker`)"
apache/airflow,68078,4457160861,jscheffl,COMMENTED,2026-06-09T09:16:49Z,
apache/airflow,68078,4458596010,diogosilva30,COMMENTED,2026-06-09T12:41:00Z,
apache/airflow,68078,4462171340,jscheffl,APPROVED,2026-06-09T20:25:37Z,"General makes sense and looks good to me - would propose to make this as a safety net as described. The current ""enablement"" via the description really looks brittle and some refactoring (actually planned as well) might break it apart.

One safety question... if the reason for the bad init in Edge is the remobal of DualStatsMgr and the usage of the Stats in common-compat - would it also be a fix to add such handling in common-compat such that both core as well as edge can stay ""naive"" and the common compat bridges the gap? Then also a upgrade of common-compat provider would be a fix to make metrics in Airflow 3.2.x working again knowing that there will not be a next 3.2.x release."
apache/airflow,68078,4477331579,diogosilva30,COMMENTED,2026-06-11T13:47:01Z,
apache/airflow,68078,4480533384,jscheffl,COMMENTED,2026-06-11T20:55:24Z,
apache/airflow,68078,4480540919,jscheffl,COMMENTED,2026-06-11T20:56:26Z,
apache/airflow,68078,4480845273,jscheffl,APPROVED,2026-06-11T21:46:25Z,
apache/airflow,68143,4444605701,jscheffl,APPROVED,2026-06-07T07:29:21Z,
apache/airflow,68152,4482944539,ashb,APPROVED,2026-06-12T06:05:09Z,
apache/airflow,68152,4482951338,ashb,CHANGES_REQUESTED,2026-06-12T06:06:39Z,Code is fine but please update the commit message or self to follow our PR guidelines 
apache/airflow,68332,4469819119,potiuk,APPROVED,2026-06-10T16:48:18Z,
apache/airflow,68400,4496612835,eladkal,COMMENTED,2026-06-15T10:41:25Z,
apache/airflow,68400,4505804911,koletzilla,COMMENTED,2026-06-16T11:17:08Z,
apache/airflow,68400,4508440794,eladkal,COMMENTED,2026-06-16T16:39:15Z,
apache/airflow,68400,4508444554,eladkal,COMMENTED,2026-06-16T16:39:49Z,
apache/airflow,68400,4513962577,eladkal,APPROVED,2026-06-17T09:00:07Z,
apache/airflow,68400,4513988238,koletzilla,COMMENTED,2026-06-17T09:03:24Z,
apache/airflow,68400,4515756062,eladkal,COMMENTED,2026-06-17T12:58:49Z,
apache/airflow,68411,4492113127,justinpakzad,COMMENTED,2026-06-13T22:45:56Z,Nice PR. Left a couple of small non-blocking comments. Curious to hear your thoughts.
apache/airflow,68411,4493666064,justinpakzad,APPROVED,2026-06-14T21:45:36Z,
apache/airflow,68411,4573454718,shahar1,APPROVED,2026-06-25T17:37:40Z,"Nice feature! 
Small comment, after fixing it's good to merge from my prespective. "
apache/airflow,68411,4573706545,SameerMesiah97,COMMENTED,2026-06-25T18:10:13Z,
apache/airflow,68411,4573719452,shahar1,APPROVED,2026-06-25T18:11:53Z,Good to merge once CI is green :)
apache/airflow,68411,4591882983,shahar1,APPROVED,2026-06-29T12:39:36Z,
apache/airflow,68421,4486340119,vincbeck,DISMISSED,2026-06-12T14:10:19Z,
apache/airflow,68421,4487135341,vincbeck,APPROVED,2026-06-12T15:52:27Z,
apache/airflow,68425,4488198676,jscheffl,APPROVED,2026-06-12T18:25:06Z,للأسف، اللغة العربية غريبة تماماً عليّ، لكن على الأقل يبدو التصميم جميلاً. موافقة فنية.
apache/airflow,68425,4488199918,jscheffl,COMMENTED,2026-06-12T18:25:22Z,
apache/airflow,68425,4488246555,hussein-awala,APPROVED,2026-06-12T18:33:12Z,
apache/airflow,68425,4491422070,shahar1,COMMENTED,2026-06-13T12:34:50Z,
apache/airflow,68561,4496378889,eladkal,COMMENTED,2026-06-15T10:07:16Z,
apache/airflow,68561,4496851170,hussein-awala,COMMENTED,2026-06-15T11:18:02Z,
apache/airflow,68561,4496878712,eladkal,APPROVED,2026-06-15T11:22:33Z,LGTM
apache/airflow,68641,4511498317,potiuk,APPROVED,2026-06-17T01:15:10Z,"Right. We might also want to optimize it I am not sure why ""reqcommended"" there - that's more of experimental now"
apache/airflow,68764,4535180314,bugraoz93,APPROVED,2026-06-19T20:40:01Z,
apache/airflow,68766,4535181778,bugraoz93,APPROVED,2026-06-19T20:40:28Z,
apache/airflow,68766,4544913141,vincbeck,APPROVED,2026-06-22T14:17:28Z,
apache/airflow,68767,4535190308,bugraoz93,APPROVED,2026-06-19T20:43:37Z,CI not related
apache/airflow,68773,4535261442,shahar1,DISMISSED,2026-06-19T21:05:32Z,
apache/airflow,68773,4535314278,Vamsi-klu,COMMENTED,2026-06-19T21:22:17Z,
apache/airflow,68773,4538215800,shahar1,APPROVED,2026-06-20T16:10:45Z,
apache/airflow,68774,4537551672,jroachgolf84,COMMENTED,2026-06-20T12:53:50Z,@Dotify71 - please include a screenshot or video with this issue now being resolved!
apache/airflow,68774,4548117399,jroachgolf84,COMMENTED,2026-06-22T21:09:32Z,"Hmmm, I think this was a different issue than what was originally filed. Can you share a screenshot of the issue beforehand? I'm not sure if this fixes anything?"
apache/airflow,68774,4554051960,pierrejeambrun,COMMENTED,2026-06-23T14:06:07Z,"Looks like untested gen AI PR, or a misunderstanding.

In your screenshot we can clearly see the bug is still happening. (the collapse drawer button still overlapping the right panel content) 

Closing, feel free to re-open if you are willing to test this and make sure this actually solves the linked issue.
"
apache/airflow,68775,4612900659,shahar1,APPROVED,2026-07-01T21:12:21Z,
apache/airflow,68779,4547720532,ferruzzi,COMMENTED,2026-06-22T20:12:23Z,"I haven't played with CloudWatch much, but I left some style nitpicks.  Also, Claude loves to over-comment code, you may want to clean some of those up/"
apache/airflow,68779,4549625511,jason810496,COMMENTED,2026-06-23T02:50:06Z,
apache/airflow,68779,4549626977,jason810496,COMMENTED,2026-06-23T02:50:38Z,
apache/airflow,68779,4554110442,vincbeck,COMMENTED,2026-06-23T14:12:36Z,
apache/airflow,68779,4554196767,ashb,COMMENTED,2026-06-23T14:22:11Z,
apache/airflow,68779,4554220181,vincbeck,COMMENTED,2026-06-23T14:25:26Z,
apache/airflow,68779,4558484477,jason810496,COMMENTED,2026-06-24T01:52:45Z,
apache/airflow,68779,4564265050,seanghaeli,APPROVED,2026-06-24T16:58:53Z,Verified it in breeze just like the upstream PR and seeing the cloudwatch logs work e2e
apache/airflow,68779,4564985847,eladkal,APPROVED,2026-06-24T18:46:02Z,LGTM but lets get +1 from @o-nikolas / @vincbeck / @ferruzzi before merge
apache/airflow,68779,4566046582,ferruzzi,APPROVED,2026-06-24T21:15:10Z,Looks like my comments were addressed.  Thanks.
apache/airflow,68780,4582878872,potiuk,APPROVED,2026-06-26T21:33:09Z,
apache/airflow,68781,4548246197,ferruzzi,APPROVED,2026-06-22T21:33:30Z,
apache/airflow,68785,4563022903,pierrejeambrun,COMMENTED,2026-06-24T14:19:02Z,"Thanks for the PR

There is already a `QueryTagsFilter`, that will also allow `OR` and `AND` logical operators.

IN the UI `TAGS` and `TAGS_MATCH_MODE`. Please take a look at how this is implemented for `dags` and do something similar here.

You also need to add some tests. And I believe we are missing some eagerloading of Dags relationship to prevent db query explosion

> could someone pls share the db schema for unit tests
https://airflow.apache.org/docs/apache-airflow/stable/database-erd-ref.html"
apache/airflow,68785,4563033482,pierrejeambrun,COMMENTED,2026-06-24T14:21:49Z,"Empty PR description not pointing to the existing issue it solves (#19197), and no screenshots for the UI parts"
apache/airflow,68785,4590741090,gdivya6028,COMMENTED,2026-06-29T09:52:51Z,
apache/airflow,68785,4610184368,pierrejeambrun,COMMENTED,2026-07-01T14:55:04Z,"Merge conflicts, previous comments not really addressed, not respecting project guidelines, related issue not linked, misunderstanding of the issue. 

Closing as low quality PR. 

Please feel free to re-open if I missed something."
apache/airflow,68785,4610526638,gdivya6028,COMMENTED,2026-07-01T15:29:14Z,
apache/airflow,68785,4610544692,gdivya6028,COMMENTED,2026-07-01T15:31:09Z,
apache/airflow,68787,4577428662,shahar1,APPROVED,2026-06-26T07:12:20Z,
apache/airflow,68793,4540193590,SameerMesiah97,COMMENTED,2026-06-21T20:01:58Z,Looks good. Just needs minor adjustments.
apache/airflow,68793,4540279800,kalluripradeep,COMMENTED,2026-06-21T21:04:45Z,
apache/airflow,68793,4540279826,kalluripradeep,COMMENTED,2026-06-21T21:04:46Z,
apache/airflow,68793,4540279856,kalluripradeep,COMMENTED,2026-06-21T21:04:47Z,
apache/airflow,68793,4541382838,amoghrajesh,CHANGES_REQUESTED,2026-06-22T05:37:50Z,"The claim is ""workers always write expires_at=None"" and that's not true as I have explained in https://github.com/apache/airflow/issues/68794 too. The SDK resolves `expires_at` in workers.

With the default config (default_retention_days=30), a plain `task_state_store.set()` writes `expires_at = now + 30 days`. The existing `WHERE expires_at < now` pass already handles cleanup correctly.

`expires_at=NULL` only happens when `retention=NEVER_EXPIRE` is passed explicitly or `default_retention_days=0`. Both cases are intentional and `NEVER_EXPIRE` exists precisely so rows survive all retries without being cleaned up. This PR would delete those rows after 30 days, breaking that contract which is _wrong_"
apache/airflow,68798,4548109411,jroachgolf84,APPROVED,2026-06-22T21:08:08Z,LGTM
apache/airflow,68798,4554119252,pierrejeambrun,COMMENTED,2026-06-23T14:13:10Z,"This issue isn't specific to the 'storage' tab. It's basically any 'right detail' panel not having enough spacing left that will be impacted.

For instance here is the task tab:
<img width=""766"" height=""777"" alt=""Image"" src=""https://github.com/user-attachments/assets/cc381a94-6277-4e63-bda1-7c4d2aa6959e"" />

To fix this everywhere, I would argue for making the button much 'smaller' horizontally, and maybe expand the button back to the current shape and form when hovering the `>`.

Or any other design update that will make this button disappear or be somehow smaller. (move it at the top of the vertical separator)

The other alternative is simply to pad left all tabs, to make sure they don't overlap but this will be cumbersome. Some tabs already have enough padding, and don't need extra, some others do etc...."
apache/airflow,68798,4617074101,pierrejeambrun,COMMENTED,2026-07-02T11:39:40Z,"Thanks for the PR.

Not the right approach, that's fixing only the `storage` tab, while the bug can appear on any right pane tabs. 

Closing in favor of https://github.com/apache/airflow/pull/69240.

"
apache/airflow,68800,4599577971,amoghrajesh,APPROVED,2026-06-30T10:41:51Z,LGTM but CI needs fixing
apache/airflow,68800,4611930859,shahar1,APPROVED,2026-07-01T18:27:47Z,
apache/airflow,68800,4611935228,shahar1,COMMENTED,2026-07-01T18:28:32Z,
apache/airflow,68800,4611936665,shahar1,COMMENTED,2026-07-01T18:28:46Z,
apache/airflow,68801,4541540252,nailo2c,COMMENTED,2026-06-22T06:17:00Z,"Thanks, Jarek! really nice fixed :)"
apache/airflow,68801,4541555500,potiuk,COMMENTED,2026-06-22T06:18:20Z,
apache/airflow,68801,4541556777,potiuk,COMMENTED,2026-06-22T06:18:36Z,
apache/airflow,68801,4541612002,amoghrajesh,APPROVED,2026-06-22T06:31:04Z,
apache/airflow,68802,4574448602,bugraoz93,APPROVED,2026-06-25T19:48:39Z,
apache/airflow,68803,4541726753,Lee-W,APPROVED,2026-06-22T06:53:15Z,
apache/airflow,68804,4544798955,vincbeck,APPROVED,2026-06-22T14:04:37Z,
apache/airflow,68808,4544811864,vincbeck,APPROVED,2026-06-22T14:06:09Z,
apache/airflow,68809,4544803299,vincbeck,APPROVED,2026-06-22T14:05:10Z,
apache/airflow,68811,4562780058,kaxil,APPROVED,2026-06-24T13:49:22Z,
apache/airflow,68812,4544800964,vincbeck,APPROVED,2026-06-22T14:04:54Z,
apache/airflow,68814,4574425408,bugraoz93,APPROVED,2026-06-25T19:44:57Z,
apache/airflow,68814,4575412139,potiuk,COMMENTED,2026-06-25T22:20:31Z,
apache/airflow,68819,4541959853,amoghrajesh,COMMENTED,2026-06-22T07:31:53Z,
apache/airflow,68819,4542377369,amoghrajesh,APPROVED,2026-06-22T08:40:16Z,"Some nits and comments, otherwise LGTM."
apache/airflow,68819,4542732543,Lee-W,COMMENTED,2026-06-22T09:29:51Z,
apache/airflow,68819,4543461288,ephraimbuddy,COMMENTED,2026-06-22T11:07:53Z,"I've opened [#68831](https://github.com/astronomer/airflow/issues/68831), which fixes the same crash one layer up — at the airflow-core deserialize path where that Configuration actually gets attached. The `pod_override` the scheduler pickles onto the queue is produced by `BaseSerialization.deserialize / ensure_pod_is_valid_after_unpickling` (via `ExecutorConfigType`), not by the executor itself; deserializing there through a fresh `Configuration()` keeps the pod (and every nested model) picklable for every consumer of a deserialized V1Pod, not just the `KubernetesExecutor` queue. It also gives `PodGenerator.deserialize_model_dict` the same treatment, so the provider's worker-side reconstruction is covered too.

Since that resolves the crash at the source and makes the executor-level reset redundant, I think we can consolidate on [#68831](https://github.com/astronomer/airflow/issues/68831) and close this one. Let me know if that's reasonable?"
apache/airflow,68821,4574360209,bugraoz93,APPROVED,2026-06-25T19:33:50Z,"New hours :) Sounds good, most issues already surface in new PRs as well"
apache/airflow,68823,4541671122,guan404ming,APPROVED,2026-06-22T06:42:30Z,LGTM
apache/airflow,68823,4543578189,pierrejeambrun,APPROVED,2026-06-22T11:27:12Z,
apache/airflow,68824,4541504696,Lee-W,APPROVED,2026-06-22T06:07:37Z,
apache/airflow,68824,4542123405,phanikumv,APPROVED,2026-06-22T07:55:48Z,
apache/airflow,68825,4541601676,Lee-W,APPROVED,2026-06-22T06:28:47Z,
apache/airflow,68830,4542607033,Lee-W,APPROVED,2026-06-22T09:08:54Z,
